continent,sector,market_cap,probability,lower,upper
South America,Industrials,Large Cap,6.782235967553784e-05,1.3564471935107566e-05,0.00013564471935107567
South America,Industrials,Micro Cap,0.0005018854615989799,0.00033911179837768917,0.0006646591248202707
South America,Industrials,Mid Cap,0.0003662407422479043,0.00023059602289682862,0.0005018854615989799
South America,Industrials,Nano Cap,0.00031198285450747404,0.00018990260709150593,0.0004476275738585497
South America,Industrials,Small Cap,0.000596836765144733,0.0004340631019234421,0.0007867393722362389
South America,Information Technology,Large Cap,1.3564471935107566e-05,0.0,4.06934158053227e-05
South America,Information Technology,Micro Cap,8.13868316106454e-05,2.7128943870215132e-05,0.00014920919128618324
South America,Information Technology,Mid Cap,6.782235967553784e-05,1.3564471935107566e-05,0.00013564471935107567
South America,Information Technology,Nano Cap,2.7128943870215132e-05,0.0,6.782235967553784e-05
South America,Information Technology,Small Cap,0.00013564471935107567,5.4257887740430265e-05,0.00023059602289682862
South America,Materials,Large Cap,0.0006782235967553783,0.0005018854615989799,0.0008816906757819919
South America,Materials,Micro Cap,0.00018990260709150593,9.495130354575297e-05,0.0002848539106372589
South America,Materials,Mid Cap,0.00042049862998833456,0.0002848539106372589,0.0005832722932096253
South America,Materials,Nano Cap,0.0003662407422479043,0.0002441604948319362,0.0005154499335340876
South America,Materials,Small Cap,0.0004747565177287648,0.0003255473264425816,0.0006375301809500556
South America,Real Estate,Micro Cap,0.0004476275738585497,0.0003116437427090964,0.000596836765144733
South America,Real Estate,Mid Cap,4.06934158053227e-05,0.0,9.495130354575297e-05
South America,Real Estate,Nano Cap,0.0006104012370798405,0.0004340631019234421,0.0007870784840346162
South America,Real Estate,Small Cap,0.00042049862998833456,0.00027128943870215135,0.0005564824611377875
South America,Utilities,Large Cap,0.00023059602289682862,0.000135305607552698,0.00035267627031279673
South America,Utilities,Micro Cap,0.00021703155096172106,0.00010851577548086053,0.00033911179837768917
South America,Utilities,Mid Cap,0.000813868316106454,0.0006239657090149481,0.0010173353951330674
South America,Utilities,Nano Cap,5.4257887740430265e-05,1.3564471935107566e-05,0.00010885488727923791
South America,Utilities,Small Cap,0.0006917880686904858,0.0005151108217357099,0.0008816906757819919
